$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26654146$解忧杂货店$风扇$2017-12-29 22:30:04$553$"为什么豆瓣才5点几分，很好看啊
561$26654146$解忧杂货店$Soledisney$2020-11-24 18:19:55$0$"冥冥之中自有安排，所有的一切都有必然的定数~ 无论过去还是未来，每一个写信提问的人心里都已经有了答案，只是缺少那个鼓励你坚持走下去的声音！而最终好的结果，也必然都是依靠你自己的努力而创造出来的！
这是一个关于启迪和治愈的故事，学会感恩，让我们传递正能量给更多人，温暖更多人~"
562$26654146$解忧杂货店$中華慕斯妹$2017-12-31 00:47:15$4$何以解忧，唯有小纸条hhh
563$26654146$解忧杂货店$/\ 隱廂。$2018-01-01 20:22:08$0$叙事线真的太乱了，看起来一点也不流畅。
564$26654146$解忧杂货店$关注鸡汤$2018-10-15 20:59:52$19$一星给王俊凯，女的什么鬼，视后的演技就这样？
565$26654146$解忧杂货店$、••$2018-01-01 20:33:35$3$又他妈浪费劳资几十块钱
566$26654146$解忧杂货店$海边卡夫卡$2020-01-26 22:11:26$0$"每一个带着烦恼来的人，他们心里都有答案，如果他们不努力，我说什么都没有用，他们要感谢的是他们自己。
只要一家人在一起就能战胜一切，我相信你是对的，我度过了美好的一生。
来找我咨询的人，通常都有明确的问题，或者说，他们手上都会带着自己的地图，大部分情况下，不知自己身在何处，但你只是寄来了一张白纸，这说明你手上没有地图，这的确让人苦恼，在回答了那么多的咨询信后，我发现每个人都是靠自己的努力，才走向了更好的人生，咨询信的答案，只是在鼓励一颗已有决定的心而已，白纸的美好在于，你可以随心所欲地描绘你的人生地图，换句话说，你拥有的是，无可限量的未来去描绘自己的地图吧。衷心希望，你可以相信自己，无悔地去创造去燃烧，这是我回答的最后一封信了，谢谢！"
567$26654146$解忧杂货店$被遗忘的米粒$2018-01-28 02:03:03$0$如果没有那三位在店里的仁兄，只有支线那几位主演的话，这部电影改编的还算成功，能得四星，毕竟原著就挺优秀的，编剧不作妖，是不会差到哪里去的，剩下的就是演员的表现力。而这三位真的没有打动我……反而是支线那几位主角打动我了，甚至是成龙也是，然后是挺平淡的，清水一样，当时看书的感动没有了
568$26654146$解忧杂货店$MoonSilver$2020-01-29 13:41:18$0$角色有些空虚。小故事间感觉有些不连贯，看完觉得联系有些混乱。但是不完美的电影也有美妙之处吧。电影里温暖的老爷爷和他的杂货店，一个个角色之间的交集，还有清脆而又温柔的配乐，都让我讨厌不起来这部电影。
569$26654146$解忧杂货店$Eileke$2017-12-29 13:28:55$26$emmmm故事都流于表面的，全都是尴尬尴尬尴尬，根本感动不起来，再想想看书时候的泪流满面。即使有秦昊郝蕾董子健也没用，呵呵，还好是9块9的票。东野圭吾看了想打人。
570$26654146$解忧杂货店$(눈_눈)$2018-01-28 16:03:19$0$感觉想拍出另一个重返二十岁 然而实在太过平淡
571$26654146$解忧杂货店$无为而治$2018-01-26 20:12:21$0$有点无聊，有点长。跳跃。成龙那一段比较喜欢，出彩的还是他。为什么，热巴和那个秦朗的造型这个样子。不好看。能不能认真点。陈都灵淡妆可以，浓妆就是小孩子穿大人衣服的感觉。怪异。这类型本子本来就难拍。没看过书的人知道在讲什么吗？
572$26654146$解忧杂货店$天空之城$2018-10-15 20:29:41$32$😄😉🤐💀
573$26654146$解忧杂货店$bei爷$2018-01-01 09:06:09$2$什么？解忧杂货店？看完可愁死我了，我是不是应该后悔18年前没流落到孤儿院？如此速食粗糙又自以为是的励志桥段带给人的不是暖心而是糟心。也许创作者想给我们端碗鸡汤，可惜食材都坏了，当真喝下去除了拉稀恐怕还得吃药。
574$26654146$解忧杂货店$柏舟$2019-02-05 08:27:30$3$嘻嘻 改的狗屁不是 垃圾
575$26654146$解忧杂货店$牧羊女孩$2018-01-28 15:59:27$1$看东野圭吾的小说的时候感觉很好看，也是因为解忧杂货店才喜欢上东野圭吾的作品，但电影拍出来着实无聊平淡，看得人昏昏欲睡，只想拉着进度条，之前看嫌疑人X的献身也是这种感觉，作品影视化的道路还很长，慢慢来吧
576$26654146$解忧杂货店$GaryKooooooo$2018-01-27 17:23:50$0$小说原著是好的，影片处理不痛不痒
577$26654146$解忧杂货店$枫丹白露$2018-02-04 23:12:51$1$第一个故事还比较催泪，第二个故事逻辑混乱，第三个故事看到郝蕾炒股买房发了大财就无语了，用鸡汤的外衣满足导演意淫的梦想，强行正能量灌输啊，没看过原著，不知道这些改编有多少是偏离原著的
578$26654146$解忧杂货店$云水青天上$2017-12-29 19:19:10$6$看到豆瓣集体差评我就放心了……看来我不是一个人。让成龙大哥出来演老爷爷看到他的鼻子我就出戏，除了演员尴尬，故事讲的真的很可怕，不讲道理就颠三倒四的时空叙述，类似淘宝段子一样的分段剧情，唉，没看过原著，带着憧憬的心情看待，却看到了这样的杂耍，很尴尬，无言以对……
579$26654146$解忧杂货店$MiSir$2018-02-20 20:29:05$1$看配料来说的话，应该是碗好鸡汤，可惜煮糊了，难喝。三大亮点：董子健的演技，龙叔的客串，秦昊和郝蕾的客串。谁能想到，当初拍了树先生的导演拍了这么个电影。
580$26654146$解忧杂货店$莱克尔博德$2018-01-26 16:45:44$1$不说故事，就冲部分台词，就看出创作团队的不用心。比如成龙的台词：我一个人想待会儿。导演在拍这场戏的时候，不觉得不顺吗？
581$26654146$解忧杂货店$bay135$2018-05-31 18:48:51$2$两星半吧。。原著本身最多算是暖心读物。日版翻拍已经在原著基础上打折了，而且特别一般。。中国版在日本版基础上再打折。最大原因就是大部分演员演技根本不在线。。而且造型基本特不好看。完全可以不用看的电影
582$26654146$解忧杂货店$沸沸$2018-01-03 09:28:25$1$之前很期待这部电影来着 看过觉着很失望 冗长平庸也太乏味了吧 好长好长 三个小故事很框架式的衔接在一起 那字幕简直了 这不是温情 这是鸡汤。。。
583$26654146$解忧杂货店$如果$2019-02-08 20:22:12$0$每个人都是靠着自己的努力，才走向了更好的人生。故事是好的，电影没有讲好，演员没有演好。如果没有看过原著就看不懂电影的话，说明电影是失败的。
584$26654146$解忧杂货店$小台$2018-01-20 23:54:09$0$日版的翻拍也看过，觉得很一般…国产的其实也没有很糟糕，这本书本来就是鸡汤+穿越梗，也并不能改编出一朵花来。另外，本来觉得董子健也算小鲜肉呢，但在王俊凯旁边显得无比沧桑…
585$26654146$解忧杂货店$LeónLi$2017-12-27 03:12:00$348$怎么说呢，，本来是作为粉丝去看的，结果发现主演好像并不是这三位呀，戏份很少，所以其实演得还行，不尴尬，宣布出来就是骗流量，，作为没看过书的人来说，这部算及格吧，故事能看懂，也有感人的点，没太大硬伤，但衔接给人感觉不太流畅，多一星是粉丝滤镜+《重生》【意外发现陈都灵复古浓妆很美
586$26654146$解忧杂货店$Jane$2018-01-29 14:45:33$2$迪丽热巴在王俊凯的衬托下显得灵动可爱,还算眼睛里有戏,陈都灵的舞女扮相还不错,大学生扮相就有点端着了.这个故事本身就脱离了东野的风格有点凑佳苗,偏偏还是温情套路又不及凑佳苗残酷,影片本土化做得还可以但是依旧怎么看怎么别扭.王俊凯如果再这个样子下去,恐怕变成第二个李易峰哦,担忧.
587$26654146$解忧杂货店$愚者小山$2019-06-21 23:01:36$1$为防比较先看的这版，没看过原著，但觉得改编的还不错，能连贯起来，就是演的差点意思，而且成龙不太适合演这个解忧爷爷啊。
588$26654146$解忧杂货店$已注销🇨🇳$2018-05-04 00:30:19$2$看过原著看过日版再看这个有些折磨人啊，哪怕秦昊郝蕾救场也撑不住故事的匪夷所思，编剧编的会不会过头了，根本无法圆起来的鸡汤太难忽悠当代观众了吧，差点快摆渡人姐妹篇了
589$26654146$解忧杂货店$麒岳$2018-01-28 09:35:52$0$如果没有看过原著的话，应该还是一部不错的电影。把原著中那些失败的平凡的东西，都改得更光明，更积极，更向上，更成功了。但看完电影后感觉表达的意思和原著不太一样。为了片中那些鸡汤和歌曲等还不错的东西，给个三星鼓励一下吧。
590$26654146$解忧杂货店$执剑共卿还$2018-03-04 20:27:55$1$本土化做得不错，成龙是亮点，董子健和迪丽热巴演技不错，王俊凯的演技进步了很多，但还有很大的进步空间。故事很感人，不足的是整部电影主演出现的时间还不如配角的时间多，四星吧。
591$26654146$解忧杂货店$沧海一小生$2018-01-03 07:58:04$6$我真的想用矫揉造作来形容这部片子了！可能对原著就不是特别感冒，在看到这么刻意的治愈系更让人无聊了，不是自然地演绎也就看不到自然地真情流露吧！
592$26654146$解忧杂货店$momo$2017-12-30 11:11:48$14$陪喜爱王俊凯的同学去看了，一开始我是拒绝的，因为我还想先看原著呢。没看过原著，也不了解明星，觉得迪丽热巴的演技还行，整体还不错啊，也不是一进影院就非要看大片，多些这种励志鸡汤打嘴炮的电影也还行吧。不过我觉得书应该更好看吧。结尾最后一段话挺让人感动的，中国应该多拍拍类似的原创片子。
593$26654146$解忧杂货店$Mason$2018-01-03 11:43:22$0$原著小说的高度不言而喻，由于剧本的难度很惊叹有导演把这部作品拍成电影。还好导演在加入中国特色的基础上没有脚踏这个好剧本，故事的陈述和对故事精髓的表达还算及格。但是演员的演技就只能呵呵了。
594$26654146$解忧杂货店$Cherry$2017-12-30 22:04:23$12$看了预告片，抱着很低的期望去看，结果完成度挺好的！几个排名在前的主演戏份并不重；几个故事讲得也都顺畅，小镇音乐家的故事还把我看落泪了。郝蕾好惊喜。时间上好像更适合明天看～
595$26654146$解忧杂货店$理科渣$2020-08-14 15:20:25$17$今天有点闲，刷了一下这个电影，配的上他的分数，弟弟演技堪忧
596$26654146$解忧杂货店$one_sunnyday$2018-03-22 14:44:07$1$"很无聊，一味的灌鸡汤，最讨厌赤果果讲人生，谈梦想  。我想或许书看起要好一丢丢
我也是一个需要被治愈的人"
597$26654146$解忧杂货店$赵新宇-同名男子$2020-03-23 02:30:17$0$"去描绘属于自己的人生地图吧……
每一个故事看似毫无关联其实息息相关的感觉实在是……几乎每一个小故事都感动到哭
一封封跨越24年的往来信笺，引出一段段直戳泪点却又满载温情的故事，在这个腊月最冷的冬天严冬心生温暖，感动满满
从生活到梦想，从家庭到事业，所面临的烦恼和困惑，也如实映射了当下的内心困境，彼此疗愈自带着极强的代入感，触及我心底最柔软的地方
这首""重生""歌词旋律都很好

ps:东野圭吾～特意买了这本书 还没来得及看
很温暖 温暖 暖 暖暖
还记得暖暖吗
靠近你温暖我
很温馨的一部电影
很温馨的歌曲
很温馨的故事"
598$26654146$解忧杂货店$雨后的萱草$2018-04-16 15:18:57$0$故事很好，自己的人生自己把握，困扰时，坚定信念，自己努力去追寻不放弃不停止。很励志的故事，让人看后审视自己，从而让观众也会忽视主演演技的稚嫩与不足。画面拍摄手法很唯美，对于家乡青岛的取景更让影片贴近身边。认为这是一部情感治愈影片，小故事大道理，不刻意要求严太多。听说日版的更好看。
599$26654146$解忧杂货店$胖橘橘猫$2020-08-14 15:40:34$22$剧情什么鬼，王姓演员普通话先说好再来说台词好吧
