$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35372742$无名$比目鱼很好$2023-03-05 18:14:08$2$程耳导演真的用心了，从头到尾明明有这么多可以会心一笑的点
2483$35372742$无名$应是飞鸿踏雪泥$2023-01-22 11:33:17$655$拍的什么烂东西，不知所谓，在24小时内出现了两次如鲠在喉如坐针毡如芒刺背的感觉，和昨晚那几个小品一样依托答辩，大过年的就不能上点喜庆点的片子吗，无语至极。
2484$35372742$无名$oMRo$2023-04-15 19:42:07$0$过度追求艺术，反而让老板姓看不懂
2485$35372742$无名$到福，福到$2023-01-22 11:21:25$175$烂片！，，，，剧情好垃圾，演员也是不能说是演员，去干点别的吧！全程面瘫脸的干嘛呢来演电影
2486$35372742$无名$小钢炮$2023-03-05 23:54:49$5$贺岁档的大冤种，观感不输《满江红》和《流浪地球2》，却被电影之外的因素影响了风评。视听风格依旧是程耳范，调性冷酷阴沉，情绪饱满浓烈。故事讲的是民族危亡之际隐蔽战线上的众生相，可以很主旋律，却全无说教，不贴标签，只是冷静地讲述，连变节者和骑墙派都不那么让人讨厌。不得不夸一下放映厅的灯光控制员：在电影结尾王一博说完那句铿锵有力的台词，扣下扳机，枪声响起的刹那，画面黑场，放映厅灯光亮起，仿佛一枪打出了个黎明。你太懂声画剪辑了。
2487$35372742$无名$HopkinsLee$2023-01-31 01:06:44$8$1/3的程耳，选角较失败，能发挥的演员都没发挥，视听的选择牺牲了表演。铺满音乐很失水准，综合3.5
2488$35372742$无名$奇爱博士$2023-04-08 15:20:08$0$又看见一个极具风格的导演被糟蹋了，哎
2489$35372742$无名$Hope&amp;Joke$2023-04-16 20:59:34$0$就是欣赏程耳导演的审美
2490$35372742$无名$sometimes$2023-01-22 11:53:07$1320$王一博的脸挺出戏的…………
2491$35372742$无名$四个又$2023-03-13 21:58:06$0$为什么二星是较差三星是还行.. 能不能有个2.5星说一般which means也没有很差也就是so so的地步呢..上一部罗曼蒂克消亡史确实看得很嗨，包括这部电影觉得也不是会自己在家里点开看的类型，美化说就是觉得电影院看更好，还好找了票贩子买的票，原价买应该悔死我，感觉就是故弄玄虚，叙事手法稍微impressive一下，但也就仅此而已，或者为梁朝伟廉颇一样的打戏再加一点分，但流量演戏还是被反噬啊，剧情来说也没什么说的，要真是流量一杆到底不反转我还觉得小惊喜难道不更值得粉丝催演技炸裂眼光好吗，一般般中差的，导演你不该是这个水平！
2492$35372742$无名$大魚松子$2023-01-22 11:46:14$1461$首映场 构图看得出来用心、bgm乱轰炸、故作高级感、剧情稀碎。另：有些人的脸和演技真的不适合大荧幕。
2493$35372742$无名$Patrick$2023-04-10 14:59:51$0$“改编不是乱编，创作不是瞎说，艺术家的追求呢，艺术家的节操呢”这部剧毋庸置疑最大的争议点就是王一博。说好听点，全片一个表情一条过，展现了卧底的从容不迫。说难听点，真就尼玛绷着个脸拍全片啊。就这还给他怼脸拍独角戏？（你好好一个爱豆，街舞实力这么可以，真的别来沾演员的边了）电影风格很奇特，我管这叫乱序，这种风格我个人不喜欢，纯个人，这种风格就跟我面试一样，想到哪说到哪。“你觉得他不合理，就找个底，把它升华合理”，但这个底它兜不住啊，就且说那段打斗戏，你为了让它获取信任，有必要这么打吗？是真打，往死里的那种打，最后告诉我只是为了做的真一点？最后，我要吐槽王传君，开始对他反感，你觉得爱情公寓抄袭，为了艺术追求，直接走了。现在又为什么要和小鲜肉同台搭戏呢？
2494$35372742$无名$柿子大蝦雞蛋面$2023-04-20 19:27:09$0$平平淡淡！毫无波澜…………
2495$35372742$无名$江舟舟舟$2023-04-16 22:34:38$2$无病呻吟
2496$35372742$无名$小阳肖恩呐$2023-01-22 12:34:34$540$不想人多凑热闹就起了个大早去看的，电影节奏很紧凑，结构也很有特色。主人公的姓名确实是一个也不清楚。电影一开始嗅到了王家卫的风格，转念一想这是程耳导演的作品，原来是梁朝伟给了这种错觉。从此就记住了程耳。
2497$35372742$无名$寻找蟹黄的涮鸭$2023-02-22 15:58:49$1$1.5星吧！看到两条狗的不同命运的时候，觉得，不错呀，文艺片拿捏了，越往后越崩
2498$35372742$无名$。$2023-01-31 01:26:01$14$好看的 画面很漂亮。王一博意外地演得不错 打戏也很漂亮。另 现在的电影里最大的剧透就是流量们 开场就知道他们不会是反面人物吧
2499$35372742$无名$邵君$2023-01-22 13:15:25$25$现在还是不能平复心情，感谢程耳导演！整部戏下来，感受就是我们现在的好生活来之不易，致敬那个时代的无名英雄！
2500$35372742$无名$胖子瘦子上岸$2023-01-22 11:52:39$270$一星都多了吧，撇开演的不行，剧情更是乱七八糟
2501$35372742$无名$豆沙汤圆$2023-02-11 15:16:06$14$程耳的镜头一直很有质感，所有的镜头语言没有废话，碎片化的线索剧情到后续一一拼凑解开，需要投入心神细细查看，梁朝伟演技一直很赞！大鹏王一博王传君也很合适，女性角色着墨太少但也有很不错的表达，包括动物身上也能看出隐喻故事感，值得一看
2502$35372742$无名$阿鱼鱼鱼$2023-01-22 14:25:53$395$浪费钱，不好看
2503$35372742$无名$Crysss$2023-03-17 01:20:47$1$视听不错的电影，但是看起来没意思
2504$35372742$无名$懵懵的豆苗$2023-01-22 11:53:13$510$太难看，以后别拍了。
2505$35372742$无名$又要起名字$2023-01-22 11:23:33$151$诶不错诶 过两天再看一遍
2506$35372742$无名$等你去海边$2023-04-17 15:25:32$0$一星扣给前面一个半小时谜语人时间，再一星扣给明明是群像但是只出现了几秒钟的演员们。剧情的手法很妙，最后的结局虽然猜到了但还是比较震撼。在历史上可能真的有同志为了胜利倒在黎明。
2507$35372742$无名$豆友来啦$2023-01-22 11:22:13$396$太难看了，简直是受罪。镜头一卡大头，王一博的脸就被放大吓人，别演戏了！中途退场了花钱找罪受。希望流浪地球别让我失望。
2508$35372742$无名$到福，福到$2023-01-22 11:21:25$175$烂片！，，，，剧情好垃圾，演员也是不能说是演员，去干点别的吧！全程面瘫脸的干嘛呢来演电影
2509$35372742$无名$枝枝果冻$2023-01-22 11:27:49$244$剧情画面逻辑无可挑剔，不是我预设的那种主旋律，甚至不应该被归类主旋律，一贯的程耳风格，一贯的程耳美学
2510$35372742$无名$cartiwu$2023-01-25 03:06:58$368$在现有语境下《无名》已经做得很不错了。无名者，人鬼难分也，都不会有好下场的。现在只拍了身份上的难以辨认，不能拍的是欲望和动机的模糊。还是有风格的片子。
2511$35372742$无名$蓝田$2023-01-22 13:33:35$1155$又被梁朝伟骗了啊，你的初心呢
2512$35372742$无名$Poor Alan$2023-04-15 17:15:24$1$叮铃铃电话声，这是程耳导演的美国往事
2513$35372742$无名$Ojbk$2023-01-22 13:19:49$94$。。。。什么钱都赚只会害了你们啊
2514$35372742$无名$蔡姑娘_$2023-02-26 23:08:16$1$09 三星半 《无名》其实蛮不适合春节档的，是那种前面需要抽丝剥茧，到最后结局才能恍然大悟的类型，对比起来还是更喜欢罗曼蒂克。
2515$35372742$无名$努力$2023-01-22 12:59:38$138$差不多得了，天天搞这种题材
2516$35372742$无名$🔚$2023-01-27 01:53:00$15$"转折都很好猜就算了，怎么能如此生硬🫥plus戏份安排有捧人嫌疑不过这个前后有所呼应的剪辑还可以"
2517$35372742$无名$走路的鱼$2023-04-12 08:26:10$0$叙事线顺序还是导演的风格。
2518$35372742$无名$岚$2023-04-20 08:56:20$0$文艺片 镜头和色调很棒 剧情的穿插也可以 小演员稍显不足
2519$35372742$无名$7个汉字$2023-01-22 13:04:11$160$技术毋庸置疑，除了配乐有时不合时宜，大鹏比较出彩，but ，政治不是简单的党派对立，历史不是肤浅的你死我亡的儿童掐架。没有深度客观的思考和明确的观点表达，多少打光和镜头设计都弥补不了，说好听点是单纯，说不好听点……以及，导演因为省力或者献媚把重心放到了人物(的表面)，而忽略了解释他们的信仰和态度才是支柱，造成反派有表达，正派失语的尴尬局面。曾经罗曼蒂克的光华时刻，终究是因为众所周知的熟悉原因，消亡了。
2520$35372742$无名$羊头狗肉$2023-02-13 00:12:40$1$张婧仪出现的时候我第一反应是老狗在哪里？下一个镜头……在笼子里
2521$35372742$无名$生祥$2023-04-13 11:13:12$0$还蛮有导演个人印记的电影，王一博只会翻白眼吗？故事其实很单薄，但是被导演叙述得比较高级。
2522$35372742$无名$Veronica$2023-02-02 07:51:26$11$导演真的也就没什么东西了
2523$35372742$无名$甘草杏$2023-01-22 11:30:33$195$博纳出品。复杂的剪辑时间线，观看门槛挺高的，不适合春节档，旁边的大爷看一半就开始玩手机了。形式大于内容，有点好看又有点难看，乏善可陈一眼看到头的故事，空洞的人物塑造和情感，看了又好像没看，靠画面和光影出彩，很多隐喻，声音转场玩的不错。
2524$35372742$无名$比目鱼很好$2023-03-05 18:14:08$2$程耳导演真的用心了，从头到尾明明有这么多可以会心一笑的点
2525$35372742$无名$爸比。$2023-04-15 17:16:31$1$简单的不能再简单的故事。用稀碎的剪辑故弄玄虚。本来一点希望没抱但竟然比想象的好看一点hhhhhhhh。唯一能看到人物的是王传君。
2526$35372742$无名$路人甲$2023-04-20 20:39:31$0$鸡蛋炒柿子做的再精致它还是鸡蛋炒柿子
2527$35372742$无名$目目夕$2023-01-22 13:45:39$660$1.梁朝伟前期片段让我觉得像易先生，有点出戏2.因为像易先生所以和女演员感情线让我觉得不搭3.中间打戏爽！
2528$35372742$无名$吃瓜也要看颜值$2023-01-22 11:34:20$229$好家伙，说组织去看无名，其实我真的不想去，初一我都有事，要团年的，说，电影票不要钱，还送爆米花。就在微博发帖，说好看就行，我昨天才下载了微博。
2529$35372742$无名$阿V$2023-04-11 12:53:06$0$"洋泾浜上海话真的难受=""="
2530$35372742$无名$小十$2023-03-16 15:37:47$1$码后简评。不太适合春节档之一。这一部在剧情方面容易懂得多，交叉剪辑的手法打乱了整个时间线，增加了电影的悬念感和可看性，对“商业大片”的靠拢还是做出了努力的，结合程耳导演出色的艺术处理和影像质感，保证了影片整体质量。主演方面，梁朝伟在细节的拿捏上很精准，能够给到符合他特殊身份的表现力和张力，包括角色内心及投射到表情肢体反应的部分；而另一侧的王一博，大概唯一出彩的场面就是军用卡车上的邪魅一笑，反派潜质很高光，其余只能说在努力跟上节奏。以及，结尾的打斗，凶狠暴力但真的大可不必。影片迷人的地方还是在于那些微妙克制的对话，各怀心思的人物以及剑拔弩张的局势，聚焦了人在这个动荡迷惘的时代之下的选信仰和选择，以及家国情怀和个人感情间的挣扎和牺牲，让银幕前的我们可以透过历史的底色窥见水面上那些漂泊不定的浮萍。
2531$35372742$无名$鲁花花生油$2023-02-07 15:52:27$3$镜头很美，精致到有点过头了，像是棚拍广告，故事线乱窜感觉没必要。梁朝伟太梁朝伟了55～
2532$35372742$无名$谦谦$2023-02-20 23:21:17$0$摄影构图很有电影质感，演员颜值在线，可故事讲得稀碎，所以看完还得捋捋故事线，可真让人头大！
2533$35372742$无名$心心相晰$2023-01-22 13:11:32$828$大年初一有很多选择，但是矿工割喉什么真的生理不适，2星算是谢谢票补，虽然你不给我能节约100%
2534$35372742$无名$一个废柴$2023-01-22 11:36:50$263$依托答辨，不知所云，果然是有王一博就是烂片，梁朝伟晚年不保
2535$35372742$无名$之丘(^-^)v$2023-01-22 13:29:02$433$花了时间花了钱，来影院受罪，故事讲得太高级不是我们能看懂的(／_＼)大怨种
2536$35372742$无名$慌慌张张$2023-04-16 22:41:41$0$没看明白 打乱的叙述手法 刻意的视听 
2537$35372742$无名$爱米栗$2023-02-17 16:53:19$1$太煎熬了，这完全没有剧情啊，一直在喘大气
2538$35372742$无名$颠倒的目下$2023-02-24 13:20:58$0$除了镜头，都不太行，其实王一博这个角色也就那样，不需要太难的表演，还是故事太拉跨了
2539$35372742$无名$赢家$2023-04-10 13:30:09$0$谍战文艺片，影院票房这么高有点水分。在家看看就得了。梁朝伟和王一博打的真狠，都是gcd，没必要打的这么狠，假戏做做就可以
2540$35372742$无名$yushiguozhu$2023-01-22 12:07:59$64$初一早上九点多的一场，哈哈哈很早～很喜欢程耳的叙事逻辑和画面，也很喜欢谍战，所以无名是我今年春节首选～总体来说，服化道都很精致，情节也很紧张，前面都是铺陈，有程导最喜欢的叙事结构～梁生还是那么帅，那么深邃，后半段王一博的演技炸裂，渣痞天花板！准备去二刷，因为前面有些部分叙事结构被打乱，需要二刷再去品一品～
