$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35131346$隐入尘烟$马掰掰$2022-07-09 15:04:12$22216$曹贵英常有，而马有铁不常有。
530$35131346$隐入尘烟$叶飞Phoenix$2022-08-02 19:58:19$10$中插农村朴素浪漫主义版的《活着》。真不如全员都用农民素人，海清的出演并不加分。
531$35131346$隐入尘烟$木讷乡下人$2022-08-01 22:30:30$20$这个片子沉重、缓慢但并不滞涩，一帧帧的看过去，也就慢慢的看进去了。剧情，并不重要，重要的是那种真实质感，比纪录片更有血肉
532$35131346$隐入尘烟$火娃$2022-08-24 18:27:42$14$7/10。结尾二人辛劳打造的土坯房被轰鸣的推土机摧毁，其背后是以土地为生存哲学的农耕文化不可逆转的消逝，老四和贵英代表了一种纯净的生命状态，他们共同播种、饲养，享受捕鱼烤鱼和孵化箱里鸡蛋生出小鸡的快乐，二人与土地的联系和对动物的情感也更紧密，老四造新家不忘为燕子筑新窝，忙活大半辈子的驴被放生又走回家，因为动物逆来顺受的天性也是农民群体的写照，木讷的老四经常受村民的嫌弃，却不肯欠村民一笔账多收哪怕一点馈赠。反观现代社会对二人的剥削，在多次要求老四为张永福献血、政府为贫困户建造新楼房两个段落中，老四和贵英无论是坐在豪华的轿车里、高档的饭桌前等待被抽血，还是面对摄像机采访二人即将住进高楼的感受，他们都低着头、无地自容，现代社会完全没有了底层人的空间，最终老四同手里握的麦子一般从容地接受现代文明的侵蚀。
533$35131346$隐入尘烟$杜诗镜铨$2022-08-13 23:31:30$15$诗意掩盖了苦难，我们只能充耳不闻，视而不见。
534$35131346$隐入尘烟$over1now$2022-08-27 18:39:50$11$“我本可以忍受黑暗,如果我未曾见过光明‘’。与其说这是爱情，倒不如说这是两个被抛弃的灵魂的相濡以沫。他们默默承受着不公，从不反抗；他们心地纯良，即使被道德绑架去献血，依然为他们着想。沉默里透着真实。最动人的场景应该是抢救土坯， 那种卸掉所有压力的欢畅。当日子渐渐好起来，贵英却没了，以后的日子再好，又能给谁说呢？他吞下去的并不是鸡蛋，而是活下去的原因。
535$35131346$隐入尘烟$乌龟宝宝。$2022-08-30 01:45:39$26$大鱼大肉吃多了，灯红酒绿看多了，难得吃这咸菜配稀饭，鲜美得不得了啦？？？太阳底下无新鲜事，比这惨的是每天都在发生。
536$35131346$隐入尘烟$壹安²$2022-08-31 22:51:51$4$像土地像倔驴像燕子窝一样，无言、悲苍。后劲巨大，他们没能战胜命运，但他们主宰了命运。
537$35131346$隐入尘烟$漩涡之外$2022-07-17 15:45:21$8$整片散发着底层农民韭菜（特困户）的悲情，善良、辛劳、被吸血（抽血）、逆来顺受，没有过度要求，同时也没文化，没有农耕生存方式之外的追求。仅在最基础的生活中绽出希冀和温情：燕子窝、纸箱星光、沟渠烧鱼、麦粒印花。农活劳作细节、艰苦生活细节刻画一流，表达充分，但是在新时期农民与土地的关系、基层组织保障民生的作用、资本吸血问题方面都是浅尝辄止，没有挖掘。海清很敬业，形象具有颠覆性，表演投入，心理刻画突出。
538$35131346$隐入尘烟$blueshadow$2022-09-07 22:46:50$8$"不是个现实主义电影，是血与土的比喻。无尽的土，以及被吸干的血。
穷人的文艺，温情脉脉有点突兀，可这也是不被记录的麦子的一种。"
539$35131346$隐入尘烟$Stacy$2022-09-07 21:10:59$15$都在好评的点不多说。扣分点在大可不必把男女主周边所有人都刻画的如此恶毒 仿佛身边一个好人都没有，另外非要女主去世也没必要 已经够惨了。
540$35131346$隐入尘烟$兔叽咕$2022-02-24 00:39:00$13$大多数乡土题材会选择自然主义和现实主义交相辉映进行表达，这部选择了对“苦难浪漫化”进行了尝试，但这一浪漫化逐渐在老四和贵英之间的不真实性下崩塌瓦解。老四的人物本身就带有不真实性，他的逆来顺受更多的是一种“神化”了的“农村圣人”，都说穷山恶水出刁民，这样看不到一丝抱怨与反抗的形象还是过于理想化，这作为全片起始的前提不太让人接受。在此基础的影响之下，海清的女性角色形象就会显得功能性，逐渐看不到二者间情感的从无到有，因为在没有丝毫情欲的两个圣人之下，更容易被非职业演员的“戏剧中生活”和职业演员的“生活中表演”的反差所间离。乡土的眷恋内核延展出的自然主义情感也由于上述所慢慢消解，因此与片尾的几个意象化表达下失去连接。这片子最大的意义是提出了一个问题：农村到底是变好了（物质），还是更差了（精神）？
541$35131346$隐入尘烟$Esse$2022-08-17 01:22:40$7$若不是那几句硬上价值让人略感出戏的对白，这部电影真想打十分。已经太久没在大银幕上看见如此缓慢而详细的耕种，且其并不以宏大叙事黑板报的形式而存在。这是从黄土地里勤恳耕耘扎实生长出来的人和故事，怀着对自然物候朴素纯粹的亲近和依赖，衔泥筑窝地本分生活。那些任劳任怨认怂认命的粗粝性格，波澜不惊的村头爱情和乡间生死，与自然和鸣的古老而恒定的生活方式，以及由此带来的在纷乱年代中锚定自身的踏实感，确源于生命本真的通透。看着城里人吸老乡的血、宝马生硬侵入西北荒野、推土机野蛮强拆泥坯老房的画面，真实感到切肤之痛。城市化带来的现代和便利，在另一方面看未尝不是对农耕文明的蚕食和碾压，对自然秩序的冒犯和蔑视，对纯良农民的驱逐和掠夺。这一切最终隐入尘烟，是悲悯也是忧思，是时代滚滚洪流倾轧于个体生命后的一声叹息。
542$35131346$隐入尘烟$Jarvy$2022-07-23 12:45:42$19$对镰刀  麦子又能说什么呢
543$35131346$隐入尘烟$龙霸天小乖乖💣$2022-08-12 17:26:08$10$真的心疼 麻绳专挑细处断
544$35131346$隐入尘烟$S.S.$2022-07-09 01:08:29$17$犁地，播种，抽穗，收割，扬场，磨粉。孵化，喂食，养育。驴是勤劳本分的老四，鸡是善良朴实的贵英，燕子窝是他们用双手一点点筑成的梦想之家。情节简单到用一两句话足以概括，尽管如此，我们仍然需要这样的影像，记录那些被忽略太久、聚光灯之外的人们。
545$35131346$隐入尘烟$海蓝蜀黍$2022-08-28 21:12:04$31$种下一袋就能长出几十袋的小麦种子，能孵出小鸡的鸡蛋，认窝的燕子…生活处处是希望，可是即使长着腿的人又能走到哪儿去呢，还是被永远绑在土地里，在土地里扎根，生长，等待着收割。
546$35131346$隐入尘烟$一生所爱玄门九$2022-10-02 07:34:58$22$你管这个叫爱情？～！！！
547$35131346$隐入尘烟$北海的梵高$2022-07-09 01:31:59$7$再诗意的镜头也盖不住生活的苦，很少能在院线电影中看到全部的劳动图景，耕作，盖屋、养鸡养猪，还有关于土地的全部。马有铁的命运就如同掘开被当成养料的麦苗一样，用自己的血液给别人续命，许三观且知道血能换钱，马有铁却被绑架在村庄的集体叙事中反复贡献出自己唯一珍贵的部分。电影中，马有铁，贵英是麻木的，村民是麻木的，哥嫂是麻木的，商人是麻木的，但是麦子是鲜活的，玉米是鲜活的，土豆也是鲜活的，土地生长出全部的马有铁们，土地给予所有活力，但土地和马有铁们都已经被遗忘，许多人忘记了粮食从何而来，忘记了马有铁们的名字，也忘记了那些种植粮食的人的困苦。
548$35131346$隐入尘烟$natsu$2022-10-17 13:32:40$30$太真实了，完全可以当纪录片来看。这样一个社会边缘的贫困人，在农村不难看到。现代社会在冲击着传统乡土社会，所有人都在追求金钱，追求物质，连自己亲哥哥都把一个善良木讷勤劳的老实人当成工具，就更不要说其他人了。正如🐎有铁说的，我搬到城里了，我的驴，我的鸡，我的猪住在哪里。城镇化无法让人脱贫，更不会让人安定。乡村振兴，任重道远。
549$35131346$隐入尘烟$Aquarius.🌊$2022-08-30 14:18:46$33$"烧了三次纸，第一次因为结婚成家，第二次因为土坯房，第三次因为死亡。西北的农民，一辈子活这三样。农民不知道所谓怀念，但是自家的土坯墙倒下的时候还是要驻足。
马有铁和曹桂英一无所有，只有发白的盐碱地，荒漠，穷的只剩下余生的日月。他们富有之处，那些善心，沉稳，知恩，在荒芜的人之间换不来一分钱。在西北农村，弱者只能会欺凌比自己弱小的人。马有铁尚且会放驴走，人还是不舍得放过他，连死都不换他自由。
我以为农民最信命然而最不屈于命，不过是我以为。农民可怜，但呼声没有人听见。毕竟被镰刀割来割去，麦子能说个啥。所以村庄才会慢慢死去。"
550$35131346$隐入尘烟$庚小羊$2022-08-27 10:10:37$6$不知道是不是我的错觉 好多画面的布局都和世界名画一下 比如戴珍珠耳环的少女。种土豆的人啥的 有我当年看陈凯歌黄土地的感觉了
551$35131346$隐入尘烟$沉默信陵君$2022-08-31 23:59:08$13$老四最后选择不再活下去是因为他知道了该为什么而活
552$35131346$隐入尘烟$刘浪B$2022-02-21 22:12:48$11$有一些灵光时刻，作物与牲畜回应时节的变动，形成自然的生态闭环。但将这种天然机制套用到人类社群则未免奏效，但影片恰恰建立在这种机制之上来强化人与人的区隔，以致中段之后基本已经不再具备叙事的动力，迈入一早预设好的僵化闭环之中。
553$35131346$隐入尘烟$菲利普$2022-07-16 21:33:22$8$卑微、肮脏、窝囊的“爱”？看了一个小时退场。
554$35131346$隐入尘烟$mario$2022-09-03 22:04:56$27$可以说是某种淡而无味。本来可以打四星的，但是时不时冒出的金句（例如“脚印种在地里就不能走动了”）打破了粗砺的质感。不喜欢这些金句，扣一星。
555$35131346$隐入尘烟$好狗远山飘$2022-07-08 18:29:25$22$严肃版的《小森林》，轻松版的《活着》。
556$35131346$隐入尘烟$豆友4223619$2022-10-02 22:30:01$23$好电影
557$35131346$隐入尘烟$胡二$2022-08-30 14:03:52$2$鸡笼孵出星光，小麦开出花，相濡以沫让苦难开出童话一般的花，人生太苦了。遭罪被侮辱的曹贵英常有，浪漫温柔的马有铁不常有。
558$35131346$隐入尘烟$扑杀天使小骷髅$2022-07-12 15:46:15$19$导演可不可以诗意化底层连驴都不如的生活？浪漫化被几百块钱卖给一个男人的女人的境遇？当然可以。但是我无法在现实更大的苦难面前接受这样的表达，我无法相信非常美的孵小鸡的纸盒透出的暖黄的灯光，风吹过带走扬起的麦穗壳，麦子印在手背上的花朵。尤其是长字幕后那一行刺目的小字，没有一次比这次让我愤怒。女人死了，男人在ZF的帮助下开始新生，眼熟吗？我们需要的是肯洛奇，可是我们没有。
559$35131346$隐入尘烟$峰峰峰峰$2022-07-27 09:18:57$4$"冬是孤独，夏是离别。
万物都会走向死亡，
只有人除外，
是死亡向他走来。"
560$35131346$隐入尘烟$Smumer$2022-08-21 00:35:45$22$五星好评的爱情电影，同时也是五星好评的社会电影。底层向上输血却反被歧视，不仅仅是电影场景，而是几十年以来的现实吧。
561$35131346$隐入尘烟$夏冰雹$2022-09-09 13:59:08$16$"    这部影片最大优势是，与主流的娱乐市场习惯聚焦中上流社会生活不同，它弥补了这一“结构性缺席”，把社会的边缘放在了谈话桌面上。
