$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30128916$夺冠$段尽欢$2020-09-25 21:33:46$3224$彭昱畅长大之后果真变成了黄渤😂
545$30128916$夺冠$明天就现充$2020-09-28 23:28:15$0$可以说是郎平的自传式电影，可惜郎平这个人物完全没塑造起来，陈忠和这个人物也可有可无，两人之间的羁绊也完全看不出来什么，不过巩皇的表演还是稳的
546$30128916$夺冠$流光溢彩`$2020-12-02 22:31:48$0$可以叫《中国女排》，也可以叫《郎平传》（个人认为后者更合适）。本质上还是《中国合伙人》那样的庸作，只是冠以中国女排这样恢宏的命题之后，格局和感召度上占尽优势。本就才艺平平的陈可辛接手这种烫手山芋般的项目显得更是如履薄冰，畏手畏脚。剧作其实非常成功，前后两段四十年跨度处理的很巧妙，可台词写的一般，一直在强调的女排精神在两个时代的变与不变，还是太过隐晦（不过这种纪录片性质的剧情片台词确实难写）。其实很想看16里约后两局是如何横扫荷兰和塞尔维亚的，但毕竟要照顾大众。女排真的好，但片子真的一般。女排姑娘们的本色演出出乎意料的精彩，尤其是张常宁。日本那个8号好漂亮。
547$30128916$夺冠$sTill-Life$2021-02-18 00:13:17$0$角度（以两位教练友谊为线索）和结构（以三场比赛作为重要节点）都挺好，只是在主题表达上越来越游移和疲软。80年代的感觉还原得不错。
548$30128916$夺冠$鸣人爱拉面$2020-09-28 14:19:55$4$"作为一个成年人，看完这部电影，我一直在想一个问题：

尝过失败的滋味吗？尝过从巅峰跌落后失败的滋味吗？尝过一直失败的滋味吗？尝过受到质疑奚落的滋味吗？如果尝过，就知道《夺冠》滋味，是多么刻骨铭心。

人生海海，每个人都有自己的不易。无论是学习、生活、工作、还是原生家庭等等，挑战和困难每天都在等待着我们。

也许不必每个人都会打排球，但如何面对困难、如何在长时间的失败里自洽、如何绝地反击证明自己——这就是《夺冠》给予我们的力量。

这部电影的丰满，在于它让NEVER GIVE UP从干瘪廉价的心灵鸡汤，变成它活生生的例子，在特殊的岁月里，鼓舞着每个人。"
549$30128916$夺冠$Fal Conde$2020-09-27 23:35:22$0$企图通过体育片传递超出比赛之外的信息，但因为种种原因威猛如愿以偿，反倒因此失去了《绝杀慕尼黑》的那种一气呵成了
550$30128916$夺冠$婴儿葛葛$2020-09-27 13:22:15$1$这么一部需要协调多方能量的电影，成片效果这样，已经很不错了。
551$30128916$夺冠$河原宏$2020-12-19 22:31:34$7$最好的段落是“开会”，我猜因为“不可描述”的原因被删减了很多，导致变成现在这样一坨屎。
552$30128916$夺冠$Anamnesis$2020-10-04 23:11:45$0$陈可辛会拍以及巩皇威武
553$30128916$夺冠$feifeiRun$2020-09-28 20:39:39$2$这可能就是应和时代旋律的“中国故事”之一种，一部讲排球的电影就真的在电影里看了两场排球。竖宋体的板报在银幕上的呈现实在有如科教片，如果没有看过“点球成金”你可能会觉得归国后半部分还好，但剧作上的潦草和戏剧关系之简略，甚至比“女篮五号”都还差着一点。很多地方人物讲话的口型明显对不上，表演一概剪断，是啊，你们爱排球吗？你们爱那颗球代表的东西吗？结尾抛出的疑问兀自落空无法作答。只是彭昱畅真的好可爱，我要是有这么个弟弟肯定很想天天欺负他，他以后变成泡功夫茶撸手串的黄渤我真的不答应。
554$30128916$夺冠$高塔守夜人$2020-10-03 12:31:07$3$中国主旋律电影一向差点意思，这部差的不是一点。拍的完全太散了，文字叙述太多搞的电影像ppt一样。后期台词改的太多，音频对不上嘴型看的很出戏。说是强调“我们”，但是群像戏呈现度基本为零，说是要表现郎平，她戏份又太少。这样的话对李娜自传也没啥期待了
555$30128916$夺冠$希望$2020-10-01 03:36:22$1$感觉像是花了三十几块钱看了几场球赛。
556$30128916$夺冠$阿勒曼尼亚酋长$2020-11-27 14:49:07$2$对内容不予置评。可以看出大量剪辑的痕迹，和各种不协调的地方。就是不予置评。我不是，我没有，别瞎说，呵呵。郎平在机场的那本护照，有意思。这香港导演，挺私货的。
557$30128916$夺冠$空山$2020-09-30 13:03:52$5$说实话，不太像电影，电影不应该是这样的。主线是我们都明白知了的东西，知道了结局还是很燃，比赛的意义也许就是这个吧（即使不太赞成把这种荣誉上升到国家民族的高度。想看郎平的传记了，感觉她代表了一种精神，我不太说的出来，而且巩俐太适合这种角色，她又加深了那种象征性。那句输了比赛他们也只是骂你太让人感触了，其实何止是中国人如此啊，人性本如此，看看巴西对女排们的态度（所以有时候真的很讨厌人类
558$30128916$夺冠$🥗$2020-09-27 17:39:30$1$比赛场面拍得挺好的，文戏基本上全是尿点，节奏也很迷。由于我真的很喜欢中国女排和郎平教练，所以多加一星。PS听完两大天后的片尾曲，我才意识到姚贝娜唱歌是多么打动人，好怀念她的歌声啊。
559$30128916$夺冠$MURWAN💦$2020-10-03 16:15:50$2$啥时候能拍中国乒乓啊
560$30128916$夺冠$aaaaxe$2020-09-26 09:50:55$5$感觉这应该叫郎平传
561$30128916$夺冠$Nasa.C$2020-10-05 22:42:36$1$年幼时知道妈妈打排球很厉害，因此也知道了中国女排和“铁榔头”郎平
562$30128916$夺冠$ibelieve$2021-02-12 19:27:45$2$大年初一阖家欢欢迎，对长辈来说确实是伴随成长的回忆，对我来说只是漫长又无重点的记录…（对巴西那场我看了，因为内马尔也在现场。咦？）
563$30128916$夺冠$佛身也镀金$2021-07-31 01:17:58$2$现如今看，有点应景
564$30128916$夺冠$大宝法王小海君$2020-09-25 21:00:18$4$"我大概只记得片中郎平说的，我们那代人做什么都背负着巨大的包袱。现在，这个包袱让我们这代人背着，你们放轻松，去体验体育的快乐，打出你们自己的排球。（大意）没错，内心不够强大的时候才会在意输赢，才会背着无路可退、非赢不可的沉重包袱。时代变了，女排精神变了吗？大概也没有，因为女排精神不外乎就是体育竞技的精神，这才是最基础最核心的。除此之外的任何宏大意义都只是附带的。
毕竟，人是目的，而非手段！！！"
565$30128916$夺冠$刘浪$2020-10-11 23:20:15$3$好多人啊。
566$30128916$夺冠$404  not found$2020-09-25 22:01:47$13$本片应该改名《郎平传》
567$30128916$夺冠$你瞧瞧$2020-09-25 21:58:56$2$有些段落有些太突兀，口号太多，可能和当时的时代背景有关。前面一些地方还是太专业，台词可以设计得再易懂些。后半段开始发力，就算情况不乐观，不被看好，也可以逆袭，有惊人之举，世界瞩目。郎导确实很矛盾，一边是母国，一边是他国。决赛没拍，如果说怕画面、剧情重复的话，最后一场对阵塞尔维亚的比赛可以换个方式的；整体75-80分。
568$30128916$夺冠$阿朽$2021-07-25 21:45:01$1$大胆承认拍的什么玩意儿吧！也就第一次夺冠那部分精彩一点了。
569$30128916$夺冠$LoudCrazyHeart$2020-09-29 16:03:31$0$如何在体制下进行进行改革，夺冠是在这个基础上拍出来的。黄渤说领导是支持你的，暗示上头不支持，你丫再一意孤行也是没用。因此从本质上本片并不是一部革你命的电影，而是改良电影。不得不说，剪辑+乐音+符号的联合使用确实达到了强烈的情感共鸣，配乐是否过于满溢，目的性未被更好的隐藏起来。排球这类在中国承载了集体与个人关联的运动，拿来借喻一种融合、团结和精神，非常具有典型性。前半段是绝对的集体，后半截开始强调个人主义的价值取向。有矛盾，例如研讨会、训练对话打排球的目的等。又有做了融合或者统一。两位教练的塑造已经说明了这一点。我们在说集体、家国的时候，不必抱着输了就是罪人的担子；在谈个人的时候应该自觉为集体骄傲不必被绑架，当作你自己的梦也没有错。
570$30128916$夺冠$荔枝超人$2020-12-07 13:33:31$0$出乎意料，没想到还能这么好。
571$30128916$夺冠$新名字的故事$2020-09-25 21:13:46$14$“为什么你们这么看重输赢？因为我们的内心还不够强大。”“这些包袱我们这一代来背，你们这一代轻装上阵，好好打比赛。”ps.有点流水账，黄渤也特别违和，星星都给巩俐吧。
572$30128916$夺冠$Fify才不爱巴特$2020-09-25 23:14:01$7$感动是蛮感动的，从头哭到尾。但就是用力过猛。
573$30128916$夺冠$狗鸡吧豆瓣$2020-10-06 16:03:03$0$……这个发型的巩俐，跟我大舅妈长得一模一样//看到【中国队跟美国队的比赛永远不是一场比赛那么简单】的时候，呕出了声。老女排也太苦了吧，明明是体育运动电影，居然一点奥林匹克精神都不存在，全是为了父皇为了部落……//哇，二传拉郎平手的那一刻百合极了！//还以为郎平改革后终于要开始讲点热血的东西了，淦，没想到还是那套【你错了】的爹学，这改革不就是以爹打爹了吗……不过郎平在跟巴西比赛前的台词还是有点刚，而且看完我就觉得郎平还是牛逼的！！这个传记至少是郎平没白拍！
574$30128916$夺冠$Leon$2021-01-30 23:48:42$0$是郎平也是中国女排，但不仅仅是《夺冠》
575$30128916$夺冠$细腻的冰碴$2020-12-06 14:26:59$0$"看完了，除了中间的一部分略带平淡感，整体还是觉得很感动。
从小听着女排精神，今天回头再看看，那些被全民寄托的胜利，其实是当时并不强大的我们把某种民族尊严寄托在她们身上。郎平那一代替我们背负太多了。
今天的我们强大了，自信了，可以用平常心接受比赛的胜负。所以更多的是为她们的胜利而庆祝高兴与祝福。"
576$30128916$夺冠$食野之苹$2021-03-24 00:31:29$0$女排精神，本来就很燃很热血，不过黄渤版的陈导戏份实在是太出戏了。
577$30128916$夺冠$一灯$2020-09-25 23:21:38$0$音乐起早拉
578$30128916$夺冠$玛瑙不吃$2020-10-01 03:37:47$3$看睡着了，略无聊
579$30128916$夺冠$青山戚戚蛙$2020-10-11 14:21:52$1$peter chan很聪明。我喜欢。眼浅好耐。回来马上重温2016打巴西的比赛。
580$30128916$夺冠$Melisa。$2020-09-26 16:02:41$1$三星全给中国女排。第一次在电影院那么大的屏幕上看到北京奥运会开幕式的片段感觉依然震撼。小声说一句：这部黄渤演得不好。
581$30128916$夺冠$苏羽洵$2020-09-25 19:25:50$12$三分给女团精神
582$30128916$夺冠$马什么梅？$2021-01-07 00:15:44$0$才知道张常宁每次转球是在转沙子，超时判罚的那个镜头过于好笑。
583$30128916$夺冠$驾驶我的车$2020-10-08 17:43:25$1$听完了《生命之河》才舍得走
584$30128916$夺冠$all温all$2020-09-26 21:45:52$3$巩俐演得太好了，好几个场景就是郎平本平...但黄渤选得太失败了，每一句台词都像贺岁剧/喜剧片，根本和陈忠和沾不上半点关系。里约那场1/4至今想起来还是觉得不可思议，当时巴西让12.5，没人能想到中国会爆冷...
585$30128916$夺冠$westcolds$2020-09-25 22:01:25$12$一般，过度煽情。
586$30128916$夺冠$Lindsay-z$2020-09-26 14:37:32$3$基本就是3场比赛串联记录女排80年代到10年代的历程，偏纪实或纪录片风格.3场比赛拍的很精彩，体现导演的调度能力.缺点缺少故事性，人物就没立起来.还有过分煽情，动不动教练就煽情演讲.
